produto,total_vendas,receita_total
SABAO EM PO ASTRA AMADEIRADO 1KG,7.0,35.92
DETERGENTE LIQUIDO STARLUX CLEAR 500ML,19.0,35.91
DESINFETANTE DORIGON PINHO 500ML,12.0,35.91
LIMPADOR MULTIUSO ALPES TRADICIONAL 12X500ML,1.0,35.88
AMACIANTE CONCENTRADO FOFO  TRADICIONAL SACHE 1L,3.0,35.85
DETERGENTE LIQUIDO ZUPP NEUTRO 24X500ML,1.0,35.76
SABAO LIQUIDO TOP LIMPO CONC COCO 2L,3.0,35.73
AMACIANTE DILUIDO BREEZE FLORAL 2L,4.0,35.7
DETERGENTE LIQUIDO Q OTIMO NEUTRO 5L,2.0,35.59
DESINFETANTE CASA DE MAE PINHO ORIGINAL 500ML,9.0,35.55
LIMPEZA PESADA FUZETTO LIMPA PEDRA 5L,1.0,35.49
DESINFETANTE TOP LIMPO JASMIM 2L,4.0,35.45
DESINFETANTE KI BRILHO FLOR DO CAMPO 2L,5.0,35.45
DESINFETANTE PET PET CARE TALCO 500ML,5.0,35.44
AMACIANTE RUTH CARE 2L,6.0,35.4
AMACIANTE CONCENTRADO RUTH CARE AZUL 2L,6.0,35.4
LIMPADOR ESSENCIA CONC POLITRIZ CITRONELA 12X140ML 1680ML,3.0,35.25
AMACIANTE DILUIDO LIMPA BEM 500ML,17.0,35.23
AMACIANTE CONCENTRADO COMFORT  LIRIO BRANCO&BERGAMOTA500ML,2.0,35.18
DESINFETANTE DAS NEVES VIOLETA 1L,8.0,35.16
TIRA MANCHA SANI ALL SEM CLORO 450G,2.0,35.15
DESINFETANTE POP LIMP DOVE 1L,11.0,35.13
LIMPADOR PERFUMADO ATTIVO TALCO 5L,2.0,34.98
SABAO LIQUIDO ZOMAX MULTIUSO 2L,3.0,34.97
DESINFETANTE BAH EUCALIPTO 2L,4.0,34.96
AMACIANTE DILUIDO ALPES INTENSO 2L,4.0,34.96
DESINFETANTE JOB PINHO 500ML,14.0,34.96
LIMPADOR PERFUMADO MIL FLORES AMANHECER 1L,5.0,34.95
AMACIANTE DILUIDO USE AZUL 2L,5.0,34.95
DESINFETANTE CASA DE MAE PINHO LAVANDA 500ML,9.0,34.95
ALVEJANTE BAH SEM CLORO ORIGINAL 1L,6.0,34.94
SABAO EM PO BLUE UP ALOE VERA 1KG,7.0,34.93
DESINFETANTE MARANATA TALCO 2L,7.0,34.93
REMOVEDOR TOP CASA ORIGINAL 1L,1.0,34.9
AGUA SANITARIA SANTA CLARA 6X2L,1.0,34.9
AMACIANTE DILUIDO MAXLIMP CONFORTEX 1L,10.0,34.9
LIMPADOR ESSENCIA SECAR JASMIM DO EGITO 12X120ML,3.0,34.77
LIMPADOR PERFUMADO MARILUX LIMPA PISOS ALPES 750ML,8.0,34.72
DESINFETANTE TOP LIMPO LIMAO 2L,4.0,34.68
DESINFETANTE MULT FACIL LAVANDA 2L,4.0,34.64
AMACIANTE DILUIDO TUFF ROSA 2L,4.0,34.6
SABAO EM PO ESPUMIL LAVANDA 24X400G,1.0,34.58
DESINFETANTE LIMPA BEM MARINE 500ML,23.0,34.57
LIMPADOR MULTIUSO BRILHOLAC NATUREZA 500ML,5.0,34.56
DESINFETANTE LIMPA MAIS LIRIO 2L,7.0,34.54
DESINFETANTE CANDURA LAVANDA 6X2L,1.0,34.5
LIMPEZA PESADA SOLENE LIMPA PORCELANATO 2L,2.0,34.48
"AMACIANTE DILUIDO SONHO ERVA DOCE 1,5L",3.0,34.47
ALVEJANTE ALVEX DE LAVANDA 1L,5.0,34.47
LIMPADOR ESSENCIA SOLL BRILHANTE ALGAS MARINHAS 140ML,4.0,34.46
AMACIANTE DILUIDO GLOBO SAN DIA A DIA 2L,5.0,34.45
AMACIANTE DILUIDO LIMPA MAIS 2L,5.0,34.45
SABAO EM PO TIXAN YPE FLOR DE SOL CX 500G,3.24,34.39
SABAO EM PO AMACITEL TOQUE DE POESIA SACHE 1KG,4.0,34.18
DESINFETANTE LIPE EUCALIPTO 1L,10.0,34.12
CLORO.IVOLIMP HIPOCLORITO 1L.,8.0,34.0
LIMPADOR PERFUMADO SUPER GLOBO VIDA MARINHA 500ML,10.0,34.0
AMACIANTE DILUIDO BRINORT TOQUE SUAVE 6X2L,1.0,34.0
LAVA ROUPAS LIQ OMO 3L FORCA NATUR,1.0,33.99
SABAO LIQUIDO RCD PEROL PINK 1L,2.0,33.98
DETERGENTE LIQUIDO BRIOSOL LAVANDA 5L LIMP CARLAT,2.0,33.98
DETERGENTE LIQUIDO CLEAN NEUTRO 500ML,13.0,33.97
LIMPADOR PET BAW WAW ELIMINADOR DE ODORES TRADICIONAL 500ML,4.0,33.96
DETERGENTE LIQUIDO IDEAL COCO 2L,5.0,33.95
LIMPADOR MULTIUSO KOKINOS TRADICIONAL SPRAY 500ML,11.0,33.89
TIRA MANCHA HIPERCLEAN LENCO LEVE SEM MEDO 20UN,2.0,33.88
AGUA SANITARIA CLORAX 1L,6.0,33.82
LIMPADOR PERFUMADO LIMPA TUDO FLORAL 5L,2.0,33.78
SABAO EM PO IAPO FLOR DE PITANGA/CEREJEIRA 500G,18.0,33.72
LIMPADOR MULTIUSO KINTANA TRADICIONAL 500ML,8.0,33.68
AMACIANTE DILUIDO TUFF PLUS ALOE VERA 6X2L,1.0,33.68
AMACIANTE DILUIDO TUFF ROSA 6X2L,1.0,33.68
AMACIANTE DILUIDO TUFF AZUL 6X2L,1.0,33.68
SABAO LIQUIDO SUPER BRANCO ORIGIONAL 2L,2.0,33.58
DESINFETANTE PIQ EUCALIPTO VERDE 2L,6.0,33.54
DESINFETANTE PIQ JASMIM 2L,6.0,33.54
AGUA SANITARIA SUPER LAR 1L,9.0,33.53
DESINFETANTE BRILUX FLORAL TRANSLUCIDO 500ML,9.0,33.51
DESINFETANTE BIANCOLL FLORES DO CAMPO 500ML,7.0,33.5
DESINFETANTE BEM TE VI JASMIM 12X500ML,1.0,33.48
AGUA SANITARIA SUPER UTIL GF 2L,5.0,33.45
DETERGENTE LIQUIDO BIO BRILHO NEUTRO 12X500ML,1.0,33.36
LIMPEZA PESADA AJAX FRESH LEMON CM 500ML,3.0,33.34
SABAO LIQUIDO BEM TE VI LAVANDA 12X1L,4.0,33.28
LIMPADOR PERFUMADO CASA DE MAE CAPIM LIM/FOL VERDES 500ML,7.0,33.19
DETERGENTE LIQUIDO MAXXI LAVA LOUCA NEUTRO 500ML,12.0,33.17
LIMPADOR DE VIDRO AYLAG 500ML,7.0,33.15
DETERGENTE LIQUIDO REAL LIMAO 5L,2.0,33.12
DESINFETANTE PONTAL LAVANDA 6X2L,1.0,33.0
DETERGENTE LIQUIDO BRILHANTE NEUTRO 500ML,28.0,32.99
DESINFETANTE PET CAT ZONE SUPER CONCENTRADO LAVANDA 1L,1.0,32.99
AMACIANTE DILUIDO DANDY AZUL 5L,2.0,32.98
CLORO EM PO BRANCO OXIMAX CONCENTRADO 500G,2.0,32.98
LIMPADOR MULTIUSO DOMLINE LISO CLEAN 300ML,3.0,32.97
LIMPADOR MULTIUSO LOOK LIMP 2L,3.0,32.97
AMACIANTE DILUIDO MUNDIAL BRASIL 2L,5.0,32.95
DESINFETANTE LOOK LIMP MANDARIM 2L,5.0,32.95
DESINFETANTE DORIGON TALCO 2L,4.0,32.94
AGUA SANITARIA CLARIX 6X2L,1.0,32.94
LIMPADOR MULTIUSO VEJA CAMPESTRE SPRAY 500ML,6.0,32.94
DESINFETANTE DAFLOR FLORAL 2L,6.0,32.93
LIMPADOR PERFUMADO SOLIMPE LIRIO 500ML,15.0,32.91
LIMPADOR DE VIDRO DENGO REFIL 500ML,2.0,32.9
AMACIANTE DILUIDO FLORALYS 5L,2.0,32.9
TIRA MANCHA VANISH PO PODER O2 CRYSTAL WHITE POTE 550G,1.0,32.9
ALVEJANTE BRILUX LAVANDA 12X1L,1.0,32.9
AMACIANTE DILUIDO BRAVO AZUL SOFT 5L,3.0,32.85
DETERGENTE LIQUIDO IAPO NEUTRO 500ML,15.0,32.85
DETERGENTE LIQUIDO OXI NEUTRO 500ML,15.0,32.85
DETERGENTE LIQUIDO CRISTAL NEUTRO 500ML,17.0,32.85
LIMPADOR PERFUMADO QUASAR DAMA DA NOITE 1L,8.0,32.84
SBPO OMO MULTIACAO TANQUINHO CM N/IDENTCX PAP 1000G,4.0,32.84
AMACIANTE DILUIDO FOFO FRUTAL 2L,3.0,32.83
LIMPADOR PERFUMADO LIMPA TUDO TALCO PLUS 2L,6.0,32.78
LIMPADOR ESSENCIA PROEZA PINHO 120ML,4.0,32.76
AMACIANTE DILUIDO POP LIMPL ALOE VERA 1L,8.0,32.73
LIMPADOR ESSENCIA PERFUMARE CITRONELA 140ML,4.0,32.73
SABAO EM PO POSITIVA COCO 400G,1.0,32.64
LIMPADOR MULTIUSO AJAX EUCALIPTO/MACA VERDE SQUEEZE 500ML,5.0,32.61
ALVEJANTE SUPER BRANCO 5L,3.0,32.57
AMACIANTE DILUIDO SPOOMA CARINHO 1L,7.0,32.55
SABAO LIQUIDO ASCERTE SAB LIQ AZUL 1L,6.0,32.54
AMACIANTE DILUIDO MEGA AMARELO 2L,5.0,32.51
DETERGENTE LIQUIDO BARRIGA VERDE NEUTRO BIODEGRADAVEL 5L,1.0,32.5
REDUTOR DE PH GENCO E ALCALINIDADE 1L,1.0,32.49
SABAO LIQUIDO SAIF DELICADAS 1L,2.0,32.48
DESINFETANTE UTILAR TALCO 2L,3.0,32.48
LIMPADOR MULTIUSO SAIF SEC RAP E BACTERICIDA C/ALCOOL 1L,3.0,32.47
AGUA SANITARIA LIMPACT 2L,5.0,32.45
DETERGENTE LIQUIDO R MAX MACA 2L,5.0,32.45
DESINFETANTE BRIIZ CAMPESTRE 2L,5.0,32.45
DETERGENTE LIQUIDO DLM LIMPEZA LIMAO 1L,7.0,32.37
DESINFETANTE BOM USO FLORAL 500ML,10.0,32.3
LIMPADOR PERFUMADO MAYOR PALM BEACH 1L,3.0,32.27
DESINFETANTE SOLARQUIM TALCO 2L,4.0,32.25
DESINFETANTE DAFLOR SORTIDO 1L,10.0,32.11
AMACIANTE DILUIDO BRINORT AMAZON GOLD 6X2L,1.0,32.0
"AMACIANTE CONCENTRADO DOWNY PERF COLLEC MISTICO 1,35L",1.0,31.99
"DET EM PÓ MINUANO AÇÃO PROFUNDA EMB. ECONOMICA 2,7KG",1.0,31.99
AMACIANTE CONCENTRADO EUCANOL AZUL 5L,2.0,31.98
AMACIANTE CONCENTRADO MON BIJOU NOITE DOS SONHOS 1L,2.0,31.98
LIMPADOR PISCINA KEEP CLOR PASTILHA DE CLORO 90% 200G,2.0,31.98
AGUA SANITARIA LIMPBRAS GL 5L,2.0,31.98
SABAO LIQUIDO COCO PROSSANE 2 LT,2.0,31.98
AMACIANTE DILUIDO SONHO COCO E AMENDOAS REFIL 1L,5.0,31.98
LIMPADOR PERFUMADO HR 5L PINHO,2.0,31.98
DESINFETANTE SAMPA CLEAN LONGE DE CASA LAVANDA 30ML,3.0,31.97
SBPO INVICTO LIMAO CM CX 1000G,4.0,31.96
LIMPADOR ESSENCIA NOGUEIRA ERVA DOCE 250ML,2.0,31.96
DESINFETANTE GIRANDO SOL EUCALIPTO 12X500ML,1.0,31.92
LIMPADOR MULTIUSO TOP CASA REMOVEDOR LAVANDA 1L,1.0,31.9
DESINFETANTE KINTANA PINHO GEL TRADICIONAL 500ML,6.0,31.89
SABAO LIQUIDO AYLAG 2L,3.0,31.88
SABAO LIQUIDO UTILAR COCO 1L,3.0,31.88
AGUA SANITARIA UTILAR 5L,2.0,31.8
DESINFETANTE DICLORO MARINE 2L,4.0,31.8
DESINFETANTE DENGO ERVA DOCE 5L,1.0,31.8
AGUA SANITARIA DAVO 5L,3.0,31.77
DESENGORDURANTE CIF POWER SPRAY REFIL SACHE 450ML,3.0,31.77
LIMPADOR PERFUMADO BOM USO SEDUCAO 500ML,8.0,31.76
DESINFETANTE BRILHEX EUCALIPTO 2L,5.0,31.75
DETERGENTE LIQUIDO CRISTAL LIMAO 500ML,17.0,31.73
AMACIANTE DILUIDO LOURO PLUMA GORNDEN FC 2L,4.0,31.69
DESINFETANTE TOP MIL ORIGINAL 500ML,16.0,31.68
DESINFETANTE REAL EUCALIPTO 2L,6.0,31.67
DESINFETANTE QUASAR LAVANDA ULTRA 2L,5.0,31.65
DESINFETANTE MIL EUCALIPTO 500ML,11.0,31.63
SABAO LIQUIDO FLOM TRADICIONAL 500ML,3.0,31.58
AGUA SANITARIA CASA LIMPA 2L PERFUMADO,4.0,31.56
DESINFETANTE MAXI XEIRO MARINE 2L,4.0,31.56
AMACIANTE CONCENTRADO COMFORT GLAMOUR 900ML,2.0,31.5
SABAO LIQUIDO SAO CAETANO ALVOBLUE 2L,3.0,31.5
AMACIANTE DILUIDO CARREFOUR ESSENTIAL ROSARIUM 2L,7.0,31.5
DESINFETANTE PET AROMAT KANGOO TRATA CANIL 100ML,4.0,31.46
LIMPADOR DE VIDRO Q OTIMO 500ML,8.0,31.42
AGUA SANITARIA IMDESI 1L,9.0,31.41
LIMPADOR ESSENCIA CONCEN POLITRIZ  MARINE 12X140ML 1680ML,3.0,31.35
DESINFETANTE KI JOIA FLORAL 750ML,9.0,31.31
DESINFETANTE ELLY LAVANDA 500ML,10.0,31.3
AGUA SANITARIA GIRANDO SOL VERDE 6X2L,1.0,31.26
LIMPADOR PERFUMADO CIF ENVOLVENTE 900ML,3.0,31.26
DESINFETANTE BELO BRILHO PINHO 2L,6.0,31.2
LIMPADOR ESSENCIA EUCAROMA TALCO 100ML,12.0,31.14
DESINFETANTE DENGO ROSAS 5L,1.0,30.99
LIMPADOR PET NUTRYPET ELIMINADOR ODORES 500ML,1.0,30.99
ELEVADOR ALCALINIDADE NEOCLOR 2KG,1.0,30.99
DESINFETANTE DENGO SOFT 5L,1.0,30.99
DESINFETANTE DENGO MARINER 5L,1.0,30.99
DESINFETANET DENGO EUCALIPTO 5L,1.0,30.99
SABAO LIQ OMO LAVAGEM PERFEITA ED ESPECIAL ELETRO FRASCO 1L,2.0,30.98
LIMPADOR PERFUMADO URCA DOCE VIDA 500ML,9.0,30.97
AMACIANTE DILUIDO ALPES EFFECTIVE EMOCOES ROSA 2L,4.0,30.96
SBPO ALA C OLEOS ESSENCIAIS MARACUJA MARG 1000G,3.0,30.95
DESINFETANTE CANDEIAS DAMA DA NOITE 1L,6.0,30.94
LIMPADOR PERFUMADO BRILHO NATURAL ZICS 1L,7.0,30.93
LIMPADOR MULTIUSO LEVE BRISA LAVANDA 500ML,7.0,30.93
DETERGENTE LIQUIDO UZU COCO 500ML,14.0,30.89
DESINFETANTE REAL PALMOLIVE 5L,3.0,30.89
LIMPADOR PET BE DOG ELIMINADOR DE ODORES 2L,3.0,30.87
DESINFETANTE TRIEX FLORES DA PRIMAVERA 3X5L,1.0,30.87
DESINFETANTE UNICA PETALAS DE ROSAS 2L,4.0,30.86
LIMPADOR MULTIUSO SAIF VINAGRE + ALCOOL SQUEEZE 500ML,4.0,30.78
DETERGENTE LIQUIDO QUASAR GEL NATURAL CLEAR 2L,4.0,30.76
DESINFETANTE CASA E CUIDADO ESCUDO FLORAL GATILHO 500ML,4.0,30.76
DESINFETANTE AZULIM MARINER 500ML,8.0,30.73
DETERGENTE LIQUIDO REAL MACA 5L,2.0,30.72
SABAO EM PO TIXAN YPE ANTIBAC SC 2KG,1.0,30.69
AGUA SANITARIA VIOL 5L,2.0,30.68
ALVEJANTE CLORO VIDA START FRESH 1L,5.0,30.66
DESINFETANTE QUASAR TALCO 2L,5.0,30.61
AMACIANTE DILUIDO PRINCESA FLORES 5L,2.0,30.58
DESINFETANTE LISA PINHO 500ML,13.0,30.57
DESINFETANTE KI JOIA PINHO 2L,5.0,30.46
DETERGENTE LIQUIDO LUCIA CLEAR 500ML,18.0,30.42
"LAVA ROUPAS LIQUIDO ARIEL 1,1 L",1.0,30.4
LIMPADOR PET BAW WAW ELIMINADOR DE ODORES CITRONELA 500ML,3.0,30.36
DESINFETANTE BRILUX CITRUS TRANSLUCIDO 500ML,9.0,30.33
DESINFETANTE ESTRELA DE RONDONIA FLORAL 2L,4.0,30.26
SBL ARIEL SOLUCAO TOTAL CM N/IDENT PLAST 1800 ML,2.0,30.25
DETERGENTE LIQUIDO STARLUX CRISTAL 500ML,16.0,30.24
AMACIANTE DILUIDO BOM USO 500ML,9.0,30.24
DESINFETANTE ALE FLORAL 1L,8.0,30.21
AGUA SANITARIA CLORAX 2L,4.0,30.16
AMACIANTE DILUIDO POP LIMP 2L ALOE VERA,4.0,30.1
SABAO LIQUIDO DAXX HIGI CALCINHA 2X300ML,1.0,29.99
LIMPADOR DE VIDRO CIF ULTRA RAPIDO VIDROS GTL 500ML,1.0,29.99
DESENGORDURANTE 4HOUSE LIMPA GRELHA SPRAY 500ML,1.0,29.99
ALVEJANTE QBOA S/CLORO 2L,1.0,29.99
DESINFETANTE REAX EUCALIPTO 2L,2.0,29.98
ALVEJANTE VANISH RESOLV 500ML,2.0,29.98
AMACIANTE CONCENTRADO FLOM COLOR PROTECT 900ML,2.0,29.98
LIMPADOR PET VEJA PETS ELIMINADOR ODORES FLORAL 2L,1.0,29.98
SABAO LIQUIDO MON BIJOU ROUPAS ESCURAS E PRETAS 500ML,2.0,29.98
LIMPADOR MULTIUSO A R DETERGENTE USO GERAL NEUTRO 2L,3.0,29.97
"ALVEJANTE CORDEX COM CLORO 2,5% 5L",3.0,29.97
LIMPADOR ESSENCIA NATUSELL LAVANDA 140ML,3.0,29.97
ALVEJANTE ECONOMICO PERFUMADO CITRUS 1L,7.0,29.96
DESINFETANTE BRILHEX LAVANDA 2L,5.0,29.95
DESINFETANTE NATHAN ERVAS 2L,4.0,29.95
AMACIANTE DILUIDO TRIEX BRANCO 2L,6.0,29.94
SABAO EM PO ARIEL 2KG,6.0,29.94
AMACIANTE DILUIDO FONTANA AMORE 2L,3.0,29.94
ALVEJANTE TRIUNFO SEM CLORO 2L,2.0,29.94
AGUA SANITARIA PINHEIRO 2L,5.0,29.9
DESINFETANTE MARINA EUCALIPTO 6X2L,1.0,29.9
LIMPADOR PET BRINCALHAO ELIMINADOR DE ODORES CITRONELA 2L,3.0,29.88
SABAO EM PO KLIP PERFUME INTENSO SACHE 500G,9.0,29.8
AGUA SANITARIA JUA 1L,13.0,29.77
AMACIANTE DILUIDO POP LIMP FLORAL 1L,8.0,29.73
DESINFETANTE PINHO BRIL ERVA DOCE 500ML,5.0,29.71
LIMPADOR PERFUMADO MAIS FAMILIA FRESCOR CITRUS 500ML,5.0,29.56
CLORO DA CASA HIPOCLORITO DE SODIO 2L,4.0,29.55
SABAO LIQUIDO BREEZE 5L,1.0,29.5
LIMPADOR ESSENCIA FLORESTA PINHO 100ML,5.0,29.5
LIMPADOR MULTIUSO TRIEX TRADICIONAL 12X500ML,1.0,29.4
LIMPADOR PERFUMADO DA MAZA LAVANDA 1L,4.0,29.38
LIMPADOR DE VIDRO BRISA REFIL 500ML,3.0,29.37
AGUA SANITARIA BRIIZ 5L,3.0,29.37
AMACIANTE DILUIDO GRANBON DE ROUPAS CLASSIC 2L,6.0,29.34
LIMPADOR PERFUMADO KIMAFLOR LAVANDA FRANCESA 5L,1.0,29.29
LIMPADOR PERFUMADO KIMAFLOR BRISA MEDITERRANEA 5L,1.0,29.29
CLORO UAU MULTIUSO ATIVO 24X500ML,3.0,29.25
DETERGENTE LIQUIDO HIPPER LIMAO 500ML,13.0,29.25
LIMPADOR PERFUMADO ASCERTE BEM ESTAR FR 500ML,8.0,29.22
LIMPADOR PERFUMADO VEJA PERFUMES SUAVE E CARINHO 500ML,7.0,29.15
DESINFETANTE TRID LAVANDA 5L,2.0,29.08
SABAO EM PO ESPUMIL FLORES SACHE 20X500G,1.0,29.0
ALVEJANTE ACHOU SEM CLORO 2L,2.0,29.0
AGUA SANITARIA MINA 5L,2.0,29.0
SABAO LIQUIDO MON BIJOU ROUPAS ESCURAS E PRETAS 1500ML,1.0,28.99
TIRA MANCHAS GUIMARAES S/CLORO OXIGENIO ATIVO 3L,1.0,28.99
DESENGORDURANTE RENKO CHEF ALCALINO 1L,1.0,28.99
LIMPADOR PERFUMADO DU LAR LERTOFF BRISA DO MAR 1L,4.0,28.96
AMACIANTE DILUIDO STARLUX 2L,5.0,28.95
DESINFETANTE SELUQ TALCO 2L,5.0,28.95
DESINFETANTE SUPER UTIL EUCALIPTO 2L,5.0,28.95
DESINFETANTE CARREFOUR EXPERT EXPERT 2L,2.0,28.78
DETERGENTE LIQUIDO NIDA LIMAO 500ML,11.0,28.77
AGUA SANITARIA TUBARAO 4X3L,1.0,28.76
DESINFETANTE MARILUX JASMIM 6X2L,1.0,28.74
ALVEJANTE DONNA SEM CLORO 5L,1.0,28.65
SABAO EM PO ASSIM TRIPLACAO FLORAL 500G,6.0,28.6
LIMPADOR PERFUMADO CASA PERFUMADA NATUREZA 2L,2.0,28.58
AMACIANTE DILUIDO YPE INTENSO 500ML,8.0,28.58
ALVEJANTE AR SEM CLORO 2L,3.0,28.47
DESINFETANTE ESTRELA DE RONDONIA LAVANDA 2L,3.0,28.47
LIMPADOR MULTIUSO REAX ORIGINAL 500ML,4.0,28.46
SABAO LIQUIDO APYCE LIMPEZA TOTAL 5L,1.0,28.39
SABAO LIQUIDO DA MAZA COCO 1L,3.0,28.37
"AMACIANTE DILUIDO INVICTO COCO TRADICIONAL 1,8L",3.0,28.27
AGUA SANITARIA Q FORT TRADICIONAL 1L,7.0,28.25
DESINFETANTE VOFSIEUCALIPTO  5L,3.0,28.2
DESINFETANTE VOFSI TALCO 5L,3.0,28.2
DESINFETANTE CAMPESTRE VOFSI 5L,3.0,28.2
DESINFETANTE TROIA LAVANDA 500ML,11.0,28.2
LIMPADOR PERFUMADO UNIMIX BELA FLORE 1L,4.0,28.14
DETERGENTE LIQUIDO INCOLIMP LIMAO 500ML,13.0,28.09
DETERGENTE LIQUIDO POLIAL MACA 24X500ML,1.0,28.08
AMACIANTE DILUIDO IMPERIAL LIMPA FACIL 2L,5.0,28.07
AMACIANTE DILUIDO SUAVE PLUMA TRADICIONAL 5L,1.0,28.0
ALVEJANTE ROSSI SEM CLORO 1L,5.0,27.99
ALVEJANTE EM PO VANTAGE MULTIUSO 450G,1.0,27.99
CLORO MAX CLEAR5L,2.0,27.98
LAVA ROUPAS LIQ OMO FINA/DEL 450ML DETOX,2.0,27.98
AMACIANTE CONCENTRADO DOWNY BRISA GAUCHA 500ML,2.0,27.98
AMACIANTE DILUIDO ADELA 5L,2.0,27.98
ALVEJANTE POWER OXY SEM CLORO 2L,2.0,27.98
LIMPADOR PERFUMADO MIL FLORES NATURA FRESH 1L,4.0,27.96
SABAO EM PO ARIEL 500G,4.0,27.96
SBPO BRILHANTE TECIDO REGULAR 1000G,2.0,27.96
LIMPADOR PERFUMADO ACAO MAX FLORAL 1L,4.0,27.96
DESINFETANTE PET PET CARE FLORAL 500ML,3.0,27.95
DESINFETANTE PIQ FLORAL 2L,5.0,27.95
DESINFETANTE PIQ EUCALIPTO 2L,5.0,27.95
DESINFETANTE LIMPEMAX LITORAL 2L,7.0,27.93
DESINFETANTE OMO HERBAL FRASCO 3L,1.0,27.9
DESINFETANTE VOREL FLORAL 6X2L,1.0,27.87
AMACIANTE DILUIDO MAXXI FLORAL 2L,3.0,27.87
DESINFETANTE VOREL JASMIM 6X2L,1.0,27.87
ALVEJANTE MILU SEM CLORO 2L,2.0,27.8
LIMPADOR MULTIUSO URCA 3X500ML,3.0,27.79
AMACIANTE DILUIDO LUMI BLUE 2L,4.0,27.79
DESINFETANTE OMO FORCA DA NATUREZA 500ML,2.0,27.74
DESINFETANTE PLUMAPELL LAVANDA 2L,7.0,27.65
SABAO EM PO LAVA BEM LAVANDA 1KG,3.0,27.64
DESINFETANTE MEU LAR EUCALIPTO 2L,4.0,27.61
LIMPADOR MULTIUSO ACTIF FLORAL 500ML,8.0,27.6
ALGICIDA DE CHOQUE QCLOR 1L,1.0,27.59
LIMPADOR MULTIUSO MAXLIM DETERG MULTISUP BRISA DA MANHA 2L,4.0,27.56
LIMPEZA PESADA MAXXY LIMP LIMPA PEDRAS 2L,2.0,27.45
LIMPADOR MULTIUSO FLOPS TRADICIONAL 500ML,8.0,27.42
DESINFETANTE BARBAREX BIO KRISS 500ML,11.0,27.39
AMACIANTE DILUIDO REAX AZUL 500ML,3.0,27.37
DESINFETANTE JOB EUCALIPTO 500ML,12.0,27.28
LIMPADOR PERFUMADO SUPREMA ELEGANCE 500ML,6.0,27.25
SABAO LIQUIDO ALVEX FLORAL 1L,2.0,27.25
LIMPADOR MULTIUSO VEJA S/CLORO ACAO PROTECAO SQUEEZE 500ML,4.0,27.23
LIMPADOR ESSENCIA UAU FLORES VERMELHAS CONCENTRADO 130ML,2.0,27.19
LIMPADOR PERFUMADO FACILLE ENCANTO FLORAL 500ML,4.0,27.17
SABAO EM PO ASSIM FLASH 500G,8.0,27.15
DESINFETANTE POP LIMP LAVANDA 1L,9.0,27.14
LIMPADOR PERFUMADO VALOR FIM DE SEMANA 500ML,5.0,27.06
AGUA SANITARIA INDUPROL 1L,6.0,27.0
SABAO EM PO QUIMITOL CONCENTRADO P/ ROUPAS 1KG,1.0,26.99
DESINFETANTE LYSOFORM LEMBRANCAS DE INFANCIA SPRAY 300ML,1.0,26.99
DESENGORDURANTE BARRIGA VERDE 1L,1.0,26.99
LIMPEZA PESADA BIOLIMP KIGEL EUCALIPTO 2LT,1.0,26.99
SABAO EM PO EKOBOM SACHE 2KG,2.0,26.98
"DESINFETANTE OMO PINHO 1,75L",2.0,26.98
AGUA SANITARIA INCOLIMP 5L,2.0,26.98
LIMPADOR PERFUMADO SHERON HERBAL 2L,5.0,26.98
TIRA MANCHA BRILUX EM BARRA COM ENZIMA 75G,5.0,26.98
LIMPADOR PERFUMADO BEM FAZ ENERGY 1L,3.0,26.97
LIMPADOR PERFUMADO CASA PERFUMADA LAVANDA 2L,2.0,26.97
DESINFETANTE INCOLIMP EUCALIPTO 2L,3.0,26.97
DETERGENTE LIQUIDO IAPO COCO 500ML,13.0,26.97
LIMPADOR PERFUMADO UNIMIX INTUIZONE 1L,4.0,26.96
LIMPADOR PERFUMADO R MAX FLORAL 2L,5.0,26.95
LIMPADOR MULTIUSO ESPUMIL TRADICIONAL 500ML,6.0,26.94
AGUA SANITARIA CANDEIAS 1L,9.0,26.91
DESINFETANTE CACHOEIRA VERDE 2L,3.0,26.9
SBPO OMO PROGRESS CX PP 1800G,1.0,26.9
DESINFETANTE DEION CITRUS 5L,1.0,26.9
AMACIANTE DILUIDO PEPY CARINHO 1L,5.0,26.87
LIMPADOR PERFUMADO UAU BRISA DO OUTONO 500ML,7.0,26.87
DESINFETANTE LIMPA MAIS PINHO TRAD 500ML,14.0,26.84
DESINFETANTE ANTARES LAVANDA 2L,4.0,26.78
AMACIANTE DILUIDO FOFO AZUL DO CEU LV2L PG1.7L 2L,3.0,26.7
DESINFETANTE OTIMO BRILHO FLORAL 2L,6.0,26.64
DESINFETANTE SCARLIM LAVANDA 2L,5.0,26.54
"LIMPEZA PESADA AJAX ALTERNATIVA AO CLORO FLORAL 1,75L",1.0,26.5
DESINFETANTE DAFLOR NATUREZA 1L,9.0,26.49
DESINFETANTE JOB LAVANDA 500ML,12.0,26.48
AMACIANTE CONCENTRADO ALPES AMOR ETERNO 2L,1.0,26.47
CLORO LEVO 1L,6.0,26.38
DESINFETANTE DONA CLARA EUCALIPTO 2L,4.0,26.36
LIMPADOR PERFUMADO AROMAS E ENCANTOS PERF D AMORE 1L,4.0,26.36
DESINFETANTE POLITRIZ LAVANDA 1L,6.0,26.34
AMACIANTE DILUIDO TRIEL CARINHO 2L,4.0,26.29
